category,osm_id,osm_type,name,subtype,lat,lon,address,city,phone,website,dist_motorway_m,dist_primary_m,dist_secondary_m,road_accessibility_score
transports_lourds,3484336159,node,Anfa Park,tram_stop,33.5597662,-7.6574725,,,,,5792.0,1176.0,40.0,0.433
transports_lourds,3484336164,node,Anfa Park,tram_stop,33.5597251,-7.6575044,,,,,5787.0,1179.0,37.0,0.438
transports_lourds,3484336168,node,Anfa Clubs,tram_stop,33.5612782,-7.6529722,,,,,6044.0,769.0,240.0,0.1
transports_lourds,3484336170,node,Place Financière,tram_stop,33.5623005,-7.6608736,,,,,6024.0,1483.0,44.0,0.427
transports_lourds,4244309716,node,Derb Ghalef درب غلف,tram_stop,33.5700369,-7.6316695,,,,,6735.0,682.0,9.0,0.485
transports_lourds,4244309717,node,Derb Ghalef درب غلف,tram_stop,33.5700683,-7.6316641,,,,,6738.0,686.0,6.0,0.49
transports_lourds,4360005391,node,2 Mars,tram_stop,33.5690979,-7.6127062,,,,,6114.0,787.0,11.0,0.482
transports_lourds,4591181359,node,Place Mohammed V,tram_stop,33.5896292,-7.6199772,,,,,8306.0,737.0,17.0,0.472
transports_lourds,4591435479,node,Attacharouk,tram_stop,33.5740946,-7.5243174,,,,,2353.0,23.0,463.0,0.763
transports_lourds,4592227165,node,Centre de Maintenance,tram_stop,33.5795003,-7.5131017,,,,,2141.0,20.0,578.0,0.768
transports_lourds,4592227166,node,Ennassim,tram_stop,33.5848473,-7.5047111,,,,,2294.0,13.0,647.0,0.779
transports_lourds,4592227167,node,Hôpital Sidi Moumen,tram_stop,33.5765485,-7.517723,,,,,2223.0,55.0,55.0,0.712
transports_lourds,4592227168,node,Mohamed Zefzaf,tram_stop,33.5823341,-7.508656,,,,,2174.0,23.0,932.0,0.763
transports_lourds,5327871967,node,Abou Dhar al-Ghifari,tram_stop,33.6066082,-7.5180446,,,,,4991.0,328.0,6.0,0.49
transports_lourds,5327872002,node,Kissariat Hay Mohammadi,tram_stop,33.5870986,-7.5635552,,,,,5641.0,576.0,56.0,0.407
transports_lourds,5327872136,node,Derb Milan,tram_stop,33.5719662,-7.5807423,,,,,4905.0,21.0,12.0,0.766
transports_lourds,5599986587,node,Anoual,tram_stop,33.5694206,-7.624931,,,,,6534.0,623.0,21.0,0.465
transports_lourds,5599986588,node,L'Hermitage,tram_stop,33.5691964,-7.6179068,,,,,6400.0,794.0,12.0,0.48
transports_lourds,5599986590,node,El Fida,tram_stop,33.5664939,-7.6072591,,,,,5560.0,439.0,12.0,0.48
transports_lourds,5599986591,node,Place Sraghna,tram_stop,33.5696125,-7.6021427,,,,,5534.0,514.0,5.0,0.492
transports_lourds,5599986592,node,Derb Sultan,tram_stop,33.5721247,-7.5958327,,,,,5456.0,83.0,10.0,0.667
transports_lourds,5599986593,node,Hay el Farah,tram_stop,33.5716601,-7.5863452,,,,,5034.0,366.0,7.0,0.488
transports_lourds,5599986595,node,Cimetière Achouhada,tram_stop,33.5765751,-7.5744115,,,,,5172.0,41.0,293.0,0.734
transports_lourds,5599986596,node,Hay Adil,tram_stop,33.5792387,-7.5681439,,,,,5171.0,13.0,66.0,0.779
transports_lourds,5599986597,node,Mdakra,tram_stop,33.5811962,-7.5634043,,,,,5164.0,13.0,159.0,0.779
transports_lourds,5599986598,node,Carrières Centrales,tram_stop,33.5927308,-7.564447,,,,,6158.0,786.0,9.0,0.485
transports_lourds,5599986599,node,Dar Lamane,tram_stop,33.5937762,-7.557455,,,,,5849.0,822.0,11.0,0.482
transports_lourds,5599986600,node,Al Wifaq,tram_stop,33.5957085,-7.5378809,,,,,5030.0,713.0,347.0,0.0
transports_lourds,5599986601,node,Al Aman,tram_stop,33.5991917,-7.5327628,,,,,4989.0,505.0,169.0,0.218
transports_lourds,5599986602,node,Préfecture d'Aïn-Sebaâ,tram_stop,33.6021198,-7.5299302,,,,,5086.0,134.0,122.0,0.586
transports_lourds,5599987244,node,Gare d'Aïn-Sebaâ,tram_stop,33.6074235,-7.5243059,,,,,5318.0,29.0,365.0,0.754
transports_lourds,5599987245,node,Terminus Sidi Bernoussi,tram_stop,33.6100859,-7.5098188,,,,,5129.0,329.0,12.0,0.48
transports_lourds,6128450133,node,Al Laymoun,tram_stop,33.5400945,-7.6663597,,,,,3518.0,282.0,15.0,0.475
transports_lourds,6128450134,node,Lissasfa Terminus,tram_stop,33.5350512,-7.6700775,,,,,2953.0,103.0,8.0,0.635
transports_lourds,6128450146,node,Lissasfa Terminus,tram_stop,33.5350474,-7.6700352,,,,,2953.0,101.0,5.0,0.638
transports_lourds,6128450147,node,Al Laymoun,tram_stop,33.5400788,-7.6663378,,,,,3516.0,280.0,15.0,0.475
transports_lourds,6205371674,node,Sidi Maârouf,station,33.5127209,-7.6608886,,,,,852.0,482.0,413.0,0.148
transports_lourds,6315414385,node,STCR  casa voyageurs,bus_station,33.5888919,-7.5864819,,,,,6861.0,256.0,146.0,0.39
transports_lourds,6429440057,node,El Fida,tram_stop,33.5665224,-7.6072879,,,,,5564.0,442.0,8.0,0.487
transports_lourds,6429440058,node,Place Sraghna,tram_stop,33.5696546,-7.6021823,,,,,5540.0,515.0,11.0,0.482
transports_lourds,6429440059,node,Derb Sultan,tram_stop,33.5721699,-7.5958496,,,,,5462.0,83.0,15.0,0.667
transports_lourds,6429440060,node,Hay el Farah,tram_stop,33.5717093,-7.5863724,,,,,5040.0,372.0,13.0,0.478
transports_lourds,6429440061,node,Cimetière Achouhada,tram_stop,33.5766207,-7.5744371,,,,,5178.0,41.0,298.0,0.734
transports_lourds,6429440062,node,Hay Adil,tram_stop,33.5792851,-7.5681572,,,,,5176.0,18.0,69.0,0.771
transports_lourds,6429440063,node,Mdakra,tram_stop,33.5812553,-7.5634521,,,,,5172.0,15.0,160.0,0.776
transports_lourds,6429440064,node,Carrières Centrales,tram_stop,33.592771,-7.5644624,,,,,6162.0,782.0,13.0,0.478
transports_lourds,6429440065,node,Préfecture d'Aïn-Sebaâ,tram_stop,33.6021047,-7.5299679,,,,,5086.0,137.0,118.0,0.581
transports_lourds,6429440066,node,Gare d'Aïn-Sebaâ,tram_stop,33.6074489,-7.5243419,,,,,5322.0,31.0,364.0,0.75
transports_lourds,6429440586,node,Terminus Sidi Bernoussi,tram_stop,33.61012,-7.5098332,,,,,5133.0,325.0,14.0,0.477
transports_lourds,6429440611,node,Abou Dhar al-Ghifari,tram_stop,33.6066475,-7.5180698,,,,,4996.0,323.0,11.0,0.482
transports_lourds,6429440694,node,Al Aman,tram_stop,33.5992189,-7.5327936,,,,,4993.0,502.0,171.0,0.215
transports_lourds,6429440707,node,Al Wifaq,tram_stop,33.5957437,-7.5379072,,,,,5035.0,711.0,351.0,0.0
transports_lourds,6429440745,node,Dar Lamane,tram_stop,33.5938211,-7.5574672,,,,,5854.0,817.0,14.0,0.477
transports_lourds,6429440773,node,Kissariat Hay Mohammadi,tram_stop,33.5870891,-7.5635974,,,,,5643.0,577.0,57.0,0.405
transports_lourds,6429440854,node,Derb Milan,tram_stop,33.5719967,-7.5807193,,,,,4908.0,24.0,15.0,0.762
transports_lourds,6429440986,node,2 Mars,tram_stop,33.5691439,-7.6126952,,,,,6117.0,792.0,15.0,0.475
transports_lourds,6429441007,node,L'Hermitage,tram_stop,33.5692378,-7.6179041,,,,,6404.0,799.0,13.0,0.478
transports_lourds,6429441024,node,Anoual,tram_stop,33.5694635,-7.6249261,,,,,6539.0,627.0,22.0,0.463
transports_lourds,7055155496,node,Casa Voyageurs,station,33.5903571,-7.5896645,,,,,7100.0,398.0,94.0,0.343
transports_lourds,10127198114,node,Casa Port,tram_stop,33.5982808,-7.6119462,,,,,8724.0,43.0,209.0,0.731
transports_lourds,10127198115,node,Casa Port,tram_stop,33.5982405,-7.6119625,,,,,8721.0,39.0,210.0,0.738
transports_lourds,10127198116,node,Mohamed Smiha,tram_stop,33.5931834,-7.6087036,,,,,8082.0,357.0,9.0,0.485
transports_lourds,10127222017,node,Mohamed Smiha,tram_stop,33.5931626,-7.6087343,,,,,8082.0,359.0,9.0,0.485
transports_lourds,10127222018,node,Place de la Victoire,tram_stop,33.5883375,-7.6085431,,,,,7606.0,358.0,16.0,0.473
transports_lourds,10127222019,node,Place de la Victoire,tram_stop,33.5883235,-7.6085791,,,,,7607.0,360.0,18.0,0.47
transports_lourds,10127222020,node,Zerktouni,tram_stop,33.5849179,-7.6059461,,,,,7157.0,18.0,53.0,0.771
transports_lourds,10127222021,node,Zerktouni,tram_stop,33.5849681,-7.605927,,,,,7161.0,12.0,48.0,0.781
transports_lourds,10127222022,node,Habous,tram_stop,33.5789697,-7.6007293,,,,,6342.0,17.0,163.0,0.773
transports_lourds,10127222023,node,Habous,tram_stop,33.5789517,-7.6006907,,,,,6339.0,21.0,167.0,0.766
transports_lourds,10127222024,node,Garage Allal,tram_stop,33.576005,-7.5991351,,,,,5983.0,17.0,46.0,0.773
transports_lourds,10127222025,node,Garage Allal,tram_stop,33.5760573,-7.5991211,,,,,5987.0,12.0,41.0,0.781
transports_lourds,10127222026,node,Derb Tolba,tram_stop,33.5712092,-7.5968214,,,,,5414.0,11.0,73.0,0.782
transports_lourds,10127222027,node,Derb Tolba,tram_stop,33.5712144,-7.596787,,,,,5413.0,8.0,73.0,0.787
transports_lourds,10127222028,node,Abou Chouaib Doukkali,tram_stop,33.5617773,-7.5947489,,,,,4427.0,9.0,220.0,0.786
transports_lourds,10127222029,node,Abou Chouaib Doukkali,tram_stop,33.5617726,-7.5947817,,,,,4428.0,12.0,217.0,0.781
transports_lourds,10127222030,node,Derb Chorfa,tram_stop,33.5664626,-7.595604,,,,,4905.0,11.0,53.0,0.782
transports_lourds,10127222031,node,Derb Chorfa,tram_stop,33.5665246,-7.5955665,,,,,4908.0,10.0,59.0,0.784
transports_lourds,10127222032,node,Ifriquia,tram_stop,33.5549753,-7.5925944,,,,,3703.0,40.0,79.0,0.736
transports_lourds,10127222033,node,Ifriquia,tram_stop,33.5549617,-7.5926595,,,,,3705.0,36.0,81.0,0.742
transports_lourds,10127222034,node,Dar Touzani,tram_stop,33.5489272,-7.5864876,,,,,2824.0,14.0,121.0,0.778
transports_lourds,10127222035,node,Dar Touzani,tram_stop,33.5489054,-7.5865628,,,,,2827.0,11.0,117.0,0.782
transports_lourds,10127222037,node,Mohammed VI,tram_stop,33.5435771,-7.5808243,,,,,2032.0,17.0,194.0,0.773
transports_lourds,10127222040,node,El Allam-El Harti,tram_stop,33.5604195,-7.5526822,,,,,2652.0,14.0,79.0,0.778
transports_lourds,10127222041,node,El Allam-El Harti,tram_stop,33.5604331,-7.5527202,,,,,2655.0,15.0,81.0,0.776
transports_lourds,10127222042,node,Essahraoui,tram_stop,33.5558468,-7.5476375,,,,,1992.0,676.0,8.0,0.487
transports_lourds,10127222043,node,Essahraoui,tram_stop,33.5558494,-7.5475784,,,,,1990.0,679.0,12.0,0.48
transports_lourds,10127222044,node,Avenue du 10 Mars 1982,tram_stop,33.5518863,-7.5508633,,,,,1737.0,861.0,49.0,0.418
transports_lourds,10127222045,node,Avenue du 10 Mars 1982,tram_stop,33.5518872,-7.5507975,,,,,1734.0,865.0,55.0,0.408
transports_lourds,10127222046,node,Hay El Wahda,tram_stop,33.544696,-7.5488921,,,,,989.0,1580.0,9.0,0.485
transports_lourds,10127222047,node,Hay El Wahda,tram_stop,33.5447331,-7.548918,,,,,993.0,1575.0,5.0,0.492
transports_lourds,10127222048,node,Lalla Meriem,tram_stop,33.5570446,-7.5584269,,,,,2595.0,10.0,49.0,0.784
transports_lourds,10127222049,node,Lalla Meriem,tram_stop,33.5570152,-7.5583917,,,,,2591.0,8.0,46.0,0.787
transports_lourds,10127222050,node,Jardin Alesco,tram_stop,33.5507114,-7.5688198,,,,,2343.0,7.0,50.0,0.789
transports_lourds,10127222051,node,Jardin Alesco,tram_stop,33.5506976,-7.5687777,,,,,2340.0,10.0,47.0,0.784
transports_lourds,10963462857,node,Mohamed Joudar,tram_stop,33.5684014,-7.5362432,,,,,2412.0,10.0,287.0,0.784
transports_lourds,10963462858,node,Mohamed Joudar,tram_stop,33.5684312,-7.536277,,,,,2417.0,10.0,286.0,0.784
transports_lourds,10963477163,node,Place de la Victoire,tram_stop,33.588867,-7.6081983,,,,,7641.0,369.0,8.0,0.487
transports_lourds,10963477164,node,La Gironde,tram_stop,33.5877705,-7.6012121,,,,,7229.0,38.0,46.0,0.739
transports_lourds,10963477165,node,La Gironde,tram_stop,33.5877884,-7.6011649,,,,,7228.0,37.0,45.0,0.741
transports_lourds,10963477166,node,Ifni,tram_stop,33.5847669,-7.5981333,,,,,6804.0,8.0,45.0,0.787
transports_lourds,10963477167,node,Ifni,tram_stop,33.5848047,-7.5981295,,,,,6808.0,11.0,48.0,0.782
transports_lourds,10963477168,node,Aïn Borja,tram_stop,33.5803669,-7.5919089,,,,,6124.0,16.0,26.0,0.774
transports_lourds,10963477169,node,Aïn Borja,tram_stop,33.5803751,-7.5918549,,,,,6123.0,21.0,31.0,0.766
transports_lourds,10963477170,node,Gare Routière Ouled Ziane,tram_stop,33.5761014,-7.5858925,,,,,5484.0,11.0,16.0,0.782
transports_lourds,10963477171,node,Gare Routière Ouled Ziane,tram_stop,33.5761382,-7.5858602,,,,,5487.0,15.0,16.0,0.776
transports_lourds,10963477172,node,Hay Tissir,tram_stop,33.572404,-7.5805767,,,,,4948.0,10.0,37.0,0.784
transports_lourds,10963477173,node,Hay Tissir,tram_stop,33.5724498,-7.58058,,,,,4953.0,13.0,36.0,0.779
transports_lourds,10963477174,node,Jardin Chtaiba,tram_stop,33.5653058,-7.5709571,,,,,3905.0,11.0,133.0,0.782
transports_lourds,10963477175,node,Jardin Chtaiba,tram_stop,33.5653367,-7.5709283,,,,,3907.0,13.0,133.0,0.779
transports_lourds,10963477176,node,Nil,tram_stop,33.5665552,-7.564823,,,,,3796.0,463.0,15.0,0.475
transports_lourds,10963477177,node,Nil,tram_stop,33.5665649,-7.5647922,,,,,3796.0,466.0,17.0,0.472
transports_lourds,10963477178,node,Hay Salama,tram_stop,33.5680572,-7.5587672,,,,,3664.0,663.0,24.0,0.46
transports_lourds,10963477179,node,Hay Salama,tram_stop,33.5680341,-7.558675,,,,,3658.0,671.0,23.0,0.462
transports_lourds,10963477180,node,Mohamed Bouziane,tram_stop,33.5638795,-7.5545659,,,,,3074.0,363.0,9.0,0.485
transports_lourds,10963477181,node,Mohamed Bouziane,tram_stop,33.5639126,-7.5545394,,,,,3076.0,364.0,11.0,0.482
transports_lourds,10963477182,node,Hay El Falah,tram_stop,33.5632396,-7.5479507,,,,,2742.0,23.0,438.0,0.763
transports_lourds,10963477183,node,Hay El Falah,tram_stop,33.5632476,-7.5479826,,,,,2744.0,23.0,436.0,0.763
transports_lourds,10963477184,node,Faculté de Ben M'Sick,tram_stop,33.5660792,-7.5430075,,,,,2649.0,44.0,448.0,0.73
transports_lourds,10963477185,node,Faculté de Ben M'Sick,tram_stop,33.5660893,-7.5430586,,,,,2654.0,40.0,445.0,0.736
transports_lourds,10963477186,node,Moulay Rachid,tram_stop,33.5715192,-7.5312834,,,,,2473.0,25.0,293.0,0.76
transports_lourds,10963477187,node,Moulay Rachid,tram_stop,33.5714922,-7.5312582,,,,,2469.0,28.0,292.0,0.755
transports_lourds,10963477188,node,Attacharouk,tram_stop,33.5707943,-7.5241872,,,,,2033.0,18.0,163.0,0.771
transports_lourds,10963477189,node,Attacharouk,tram_stop,33.5708191,-7.524116,,,,,2032.0,11.0,161.0,0.782
transports_lourds,10963477190,node,Mohammed Erradi,tram_stop,33.5692574,-7.5182281,,,,,1602.0,35.0,182.0,0.744
transports_lourds,10963477191,node,Mohammed Erradi,tram_stop,33.5692153,-7.5182031,,,,,1597.0,33.0,179.0,0.747
transports_lourds,11050720827,node,Abdessalam Ennaciri,tram_stop,33.5483742,-7.572616,,,,,2176.0,13.0,48.0,0.779
transports_lourds,11050720828,node,Abdessalam Ennaciri,tram_stop,33.5484005,-7.5726649,,,,,2180.0,10.0,49.0,0.784
transports_lourds,11050720829,node,6 Novembre 1975,tram_stop,33.5464155,-7.5759409,,,,,2070.0,19.0,57.0,0.77
transports_lourds,11050720830,node,6 Novembre 1975,tram_stop,33.5464144,-7.5760274,,,,,2074.0,23.0,51.0,0.763
transports_lourds,11220851565,node,نهاية طريق الترام,tram_stop,33.5879745,-7.4997811,,,,,2550.0,9.0,79.0,0.786
transports_lourds,11333160669,node,,bus_station,33.5960595,-7.611435,,,,,8485.0,86.0,169.0,0.662
transports_lourds,12173906766,node,Casa Voyageurs,station,33.5898203,-7.5902769,,,,,7060.0,333.0,92.0,0.347
transports_lourds,12188302082,node,Casa Port,station,33.5989919,-7.6120293,,,,,8797.0,88.0,164.0,0.659
transports_lourds,12188628879,node,Bouskoura,station,33.4612723,-7.6517443,,بوسكورة,,,1714.0,5229.0,45.0,0.425
transports_lourds,12197144355,node,Technopark,tram_stop,33.5446113,-7.6380962,,,,,4356.0,353.0,16.0,0.473
transports_lourds,12197144356,node,Technopark,tram_stop,33.5445966,-7.6380695,,,,,4353.0,355.0,16.0,0.473
transports_lourds,12202794581,node,Casa Voyageurs,station,33.5899958,-7.5900469,,,,,7072.0,354.0,93.0,0.345
transports_lourds,12212880493,node,Mohammed VI,tram_stop,33.5435379,-7.5808093,,,,,2027.0,16.0,189.0,0.774
transports_lourds,12212952901,node,Parc de la Ligue Arabe,tram_stop,33.5881461,-7.6220418,,,,,8288.0,538.0,35.0,0.442
transports_lourds,12212952902,node,Parc de la Ligue Arabe,tram_stop,33.5880757,-7.6220684,,,,,8284.0,530.0,36.0,0.44
transports_lourds,12212952903,node,Mers Sultan,tram_stop,33.587842,-7.6170665,,,,,7987.0,532.0,7.0,0.488
transports_lourds,12212952904,node,Mers Sultan,tram_stop,33.587872,-7.6171071,,,,,7992.0,537.0,8.0,0.487
transports_lourds,12212952905,node,Jabar Ibn Hayane,tram_stop,33.5888244,-7.60771,,,,,7614.0,327.0,13.0,0.478
transports_lourds,12212952906,node,Jabar Ibn Hayane,tram_stop,33.588768,-7.6077396,,,,,7610.0,326.0,8.0,0.487
transports_lourds,13006210826,node,CTM mohammed V,bus_station,33.595795,-7.6101067,,Casablanca,,,8400.0,106.0,78.0,0.63
transports_lourds,13427453625,node,Aïn-Sebaâ,station,33.6085691,-7.5241471,,,,,5424.0,80.0,322.0,0.672
transports_lourds,261972093,way,Aéroport de Casablanca Tit Mellil مطار الدار البيضاء تيط مليل,aerodrome,33.5936513,-7.4615156,,,,,1126.0,891.0,698.0,0.0
transports_lourds,419545012,way,Gare Routière Ouled Ziane ⴰⵙⵡⵓⵏⴼⵓ محطة أولاد زيان الحافلات,bus_station,33.5754374,-7.5884664,,,,,5497.0,205.0,107.0,0.472
transports_lourds,419553951,way,Gare de l'Oasis,station,33.5547206,-7.6315791,Route de l'Oasis,,,,5105.0,21.0,38.0,0.766
transports_lourds,421693919,way,Gare Routière Ouled Ziane محطة أولاد زيان الحافلات,bus_station,33.5747048,-7.588679,,,,,5428.0,282.0,142.0,0.349
transports_lourds,598227020,way,Mdina Bus,bus_station,33.6164779,-7.4957109,,,,,4116.0,64.0,380.0,0.698
transports_lourds,1111224269,way,Casabus Gare Routière Ouled Ziane,bus_station,33.5734412,-7.5875771,,,,,5260.0,315.0,195.0,0.296
transports_lourds,1318784997,way,,station,33.4607246,-7.6513175,,,,,1685.0,5283.0,80.0,0.367
transports_diffus,21038927,node,Marjane Drissia M6,bus_stop,33.5618694,-7.5946468,,,,,4430.0,7.0,228.0,0.789
transports_diffus,21045074,node,Usine de Thé,bus_stop,33.6013266,-7.5161146,,,,,4380.0,7.0,357.0,0.789
transports_diffus,26268470,node,Sakani,bus_stop,33.6036527,-7.4821131,,,,,3329.0,592.0,19.0,0.468
transports_diffus,279302232,node,Résidence El Hamd,bus_stop,33.5573105,-7.5424947,,,,,1918.0,818.0,16.0,0.473
transports_diffus,332057865,node,Groupe Scolaire La Fourmilière,bus_stop,33.5805828,-7.665272,,,,,8019.0,9.0,235.0,0.786
transports_diffus,332063285,node,Ecole De Sidi Abderrahmane,bus_stop,33.5715587,-7.7001061,,,,,7591.0,11.0,280.0,0.782
transports_diffus,332063371,node,Morocco Mall,bus_stop,33.5799628,-7.7031792,,,,,8564.0,17.0,286.0,0.773
transports_diffus,332068934,node,Mâarif Extension,bus_stop,33.5638275,-7.6291124,,,,,6007.0,11.0,131.0,0.782
transports_diffus,332202617,node,École Normale Supérieure,bus_stop,33.5386784,-7.6613019,,,,,3422.0,26.0,70.0,0.758
transports_diffus,334649216,node,Consulat Espagne,bus_stop,33.5907025,-7.6253857,,,,,8703.0,510.0,0.0,0.5
transports_diffus,408425279,node,Lycée Lahlou,bus_stop,33.5720676,-7.6225633,,,,,6792.0,980.0,11.0,0.482
transports_diffus,409089229,node,Cité de l'Air,bus_stop,33.5694128,-7.6615753,,,,,6803.0,1121.0,20.0,0.467
transports_diffus,424052421,node,Lycée Ziriab,bus_stop,33.581476,-7.6523717,,,,,8252.0,384.0,11.0,0.482
transports_diffus,424092786,node,APAEI,bus_stop,33.5803961,-7.6322308,,,,,7865.0,179.0,11.0,0.514
transports_diffus,424092789,node,Ibn Chahid,bus_stop,33.5784212,-7.6329221,,,,,7666.0,264.0,8.0,0.487
transports_diffus,424093251,node,Consulat de Russie,bus_stop,33.5780093,-7.62939,,,,,7549.0,549.0,315.0,0.0
transports_diffus,428467762,node,Cour d'Appel,bus_stop,33.5953201,-7.6033515,,,,,8072.0,7.0,201.0,0.789
transports_diffus,428473247,node,Quartier Hôpitaux,bus_stop,33.5771511,-7.6244165,,,,,7376.0,690.0,107.0,0.322
transports_diffus,428474227,node,Marché des Fleurs,bus_stop,33.5827845,-7.6203388,,,,,7724.0,12.0,282.0,0.781
transports_diffus,428476505,node,Lycée Mohammed V,bus_stop,33.5782737,-7.6153391,,,,,7042.0,518.0,35.0,0.442
transports_diffus,428476632,node,Mosquée El Hoda,bus_stop,33.5695547,-7.6122657,,,,,6124.0,834.0,6.0,0.49
transports_diffus,428587309,node,OFPPT Bahmad,bus_stop,33.5878073,-7.5938241,,,,,6958.0,56.0,19.0,0.71
transports_diffus,428612131,node,Derb Milan,bus_stop,33.5708571,-7.5812393,,,,,4799.0,5.0,115.0,0.792
transports_diffus,428617477,node,Forêt Verte,bus_stop,33.5686181,-7.5340795,,,,,2317.0,6.0,105.0,0.79
transports_diffus,428625808,node,Dior Chaâbi,bus_stop,33.5971796,-7.5514363,,,,,5867.0,536.0,280.0,0.033
transports_diffus,428625814,node,Carr. Zaraba,bus_stop,33.5952845,-7.557026,,,,,5964.0,675.0,168.0,0.22
transports_diffus,428638620,node,Rue des Pommes d'Or,bus_stop,33.5497662,-7.6201432,,,,,4305.0,192.0,11.0,0.493
transports_diffus,428932530,node,Espace La Pause,bus_stop,33.5618496,-7.57223,,,,,3617.0,363.0,8.0,0.487
transports_diffus,429316353,node,Terminus Daouliz,bus_stop,33.6026601,-7.6593428,,,,,10504.0,47.0,10.0,0.725
transports_diffus,429316559,node,Clinique Ben Souda,bus_stop,33.5859775,-7.6522958,,,,,8746.0,7.0,35.0,0.789
transports_diffus,429317114,node,OFPPT El Hank,bus_stop,33.6030877,-7.6470041,,,,,10660.0,161.0,11.0,0.542
transports_diffus,455457741,node,Chemicals El Madina,bus_stop,33.5474318,-7.4535646,,,,,2543.0,3216.0,3.0,0.495
transports_diffus,455489570,node,Ain Sbaâ,bus_stop,33.6136278,-7.5348089,,,,,6401.0,570.0,0.0,0.5
transports_diffus,455496249,node,Terminus Harbil,bus_stop,33.6340052,-7.490546,,,,,3356.0,519.0,21.0,0.465
transports_diffus,455496254,node,Mosquee Q. Industriel,bus_stop,33.6299668,-7.4968836,,,,,3920.0,1032.0,7.0,0.488
transports_diffus,455500366,node,Âin Harrouda Centre,bus_stop,33.6348301,-7.4520468,,,,,165.0,18.0,111.0,0.835
transports_diffus,455500473,node,Groupe Scolaire Kamel,bus_stop,33.6148434,-7.491263,,,,,3817.0,445.0,11.0,0.482
transports_diffus,455500484,node,Terminus Mansouria,bus_stop,33.6187896,-7.479386,,,,,2641.0,265.0,11.0,0.482
transports_diffus,455502211,node,Groupe Scolaire Elbayda,bus_stop,33.6213201,-7.4849711,,,,,2994.0,214.0,0.0,0.5
transports_diffus,455730462,node,Royal Golf Anfa,bus_stop,33.583643,-7.6579186,,,,,8413.0,13.0,352.0,0.779
transports_diffus,456479907,node,Terminus Mâarif Oliverie,bus_stop,33.5858762,-7.6405736,,,,,8656.0,140.0,110.0,0.576
transports_diffus,456510091,node,Derb Foukara,bus_stop,33.5663132,-7.6073706,,,,,5552.0,421.0,9.0,0.485
transports_diffus,456519354,node,Bni M'guild,bus_stop,33.5712119,-7.6047277,,,,,5819.0,667.0,6.0,0.49
transports_diffus,456526084,node,Sorexi,bus_stop,33.5888412,-7.5885401,,,,,6908.0,238.0,0.0,0.5
transports_diffus,456526092,node,École Le Nid,bus_stop,33.5865975,-7.5862514,,,,,6609.0,6.0,322.0,0.79
transports_diffus,457853994,node,Clinique CNSS Bernoussi,bus_stop,33.6111443,-7.5015673,,,,,4855.0,501.0,7.0,0.488
transports_diffus,457854022,node,Moutana Ibn Harita,bus_stop,33.6051892,-7.509281,,,,,4588.0,416.0,0.0,0.5
transports_diffus,457930600,node,Café Gattoss,bus_stop,33.6227138,-7.4826631,,,,,2742.0,257.0,0.0,0.5
transports_diffus,458736828,node,Kodia,bus_stop,33.5859145,-7.5569598,,,,,5131.0,337.0,214.0,0.261
transports_diffus,458736876,node,Maroc Bureau,bus_stop,33.5987585,-7.5205635,,,,,4305.0,302.0,12.0,0.48
transports_diffus,458761367,node,Cté Police Bernoussi,bus_stop,33.6028232,-7.5196553,,,,,4667.0,62.0,14.0,0.701
transports_diffus,458761729,node,Oulmess,bus_stop,33.571711,-7.6479493,,,,,7284.0,11.0,8.0,0.782
transports_diffus,458761792,node,Café Kairaouan,bus_stop,33.5605295,-7.6751305,,,,,5814.0,1674.0,10.0,0.483
transports_diffus,458763059,node,Douar Mzab,bus_stop,33.5717633,-7.4824534,,,,,673.0,13.0,918.0,0.779
transports_diffus,459446230,node,Droguerie Dakhla,bus_stop,33.5446397,-7.6858193,,,,,4320.0,1816.0,0.0,0.5
transports_diffus,459460393,node,Commissariat Azhar,bus_stop,33.6026583,-7.4916523,,,,,4086.0,497.0,8.0,0.487
transports_diffus,459487392,node,Hay Bournazil,bus_stop,33.5699904,-7.557857,,,,,3818.0,578.0,13.0,0.478
transports_diffus,459488695,node,Résidences Salma,bus_stop,33.5489446,-7.5547164,,,,,1631.0,907.0,22.0,0.463
transports_diffus,459703621,node,H.E.M.,bus_stop,33.5307152,-7.6219456,,,,,2292.0,0.0,744.0,0.8
transports_diffus,459751806,node,Café Grill Antik,bus_stop,33.5322269,-7.6161548,,,,,2322.0,9.0,455.0,0.786
transports_diffus,459773155,node,Centre Feminin,bus_stop,33.5617786,-7.6020285,,,,,4846.0,15.0,96.0,0.776
transports_diffus,459996464,node,Carrefour,bus_stop,33.5738188,-7.6446827,,,,,7526.0,308.0,10.0,0.483
transports_diffus,460013217,node,École Frères Safa,bus_stop,33.5522955,-7.5839093,,,,,2995.0,431.0,16.0,0.473
transports_diffus,460013658,node,Doha,bus_stop,33.5909374,-7.5175201,,,,,3413.0,433.0,13.0,0.478
transports_diffus,460021258,node,Oued Nassim,bus_stop,33.5222697,-7.6652517,,,,,1561.0,3.0,87.0,0.795
transports_diffus,460021271,node,Mosquée Nassim,bus_stop,33.519713,-7.6614455,,,,,1411.0,378.0,223.0,0.195
transports_diffus,460028053,node,Hammam Nekhla,bus_stop,33.5689214,-7.6534053,,,,,6864.0,598.0,10.0,0.483
